agno,fecha_bbdd,codigo_bbdd,grado,rbd,dvrbd,nom_rbd,cod_reg_rbd,nom_reg_rbd,cod_pro_rbd,nom_pro_rbd,cod_com_rbd,nom_com_rbd,nom_deprov_rbd,cod_reg_rbd_2014,nom_reg_rbd_2014,cod_pro_rbd_2014,nom_pro_rbd_2014,cod_com_rbd_2014,nom_com_rbd_2014,nom_deprov_rbd_2014,cod_depe1,cod_depe2,cod_grupo,cod_rural_rbd,nalu_lect2m_rbd,nalu_mate2m_rbd,nalu_nat2m_rbd,prom_lect2m_rbd,prom_mate2m_rbd,prom_nat2m_rbd,dif_lect2m_rbd,dif_mate2m_rbd,difgru_lect2m_rbd,difgru_mate2m_rbd,difgru_nat2m_rbd,sigdif_lect2m_rbd,sigdif_mate2m_rbd,siggru_lect2m_rbd,siggru_mate2m_rbd,siggru_nat2m_rbd,marca_lect2m_rbd,marca_mate2m_rbd,marca_nat2m_rbd,marcadif_lect2m_rbd,marcadif_mate2m_rbd,palu_eda_ins_lect2m_rbd,palu_eda_ele_lect2m_rbd,palu_eda_ade_lect2m_rbd,palu_eda_ins_mate2m_rbd,palu_eda_ele_mate2m_rbd,palu_eda_ade_mate2m_rbd,marca_eda_lect2m_rbd,marca_eda_mate2m_rbd,noaplica
2014,20151009,final20151009v1,2m,4588,8,COLEGIO JUAN GREGORIO LAS HERAS,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Municipal DAEM,Municipal,Medio bajo,Urbano,51,65,65,267,257,248,8,-6,27,14,15,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,35.3,35.3,29.4,44.6,41.5,13.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4589,6,LICEO LUCERO GONZALEZ,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Municipal DAEM,Municipal,Medio bajo,Urbano,28,34,34,215,214,225,-7,-32,-25,-29,-8,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,85.7,10.7,3.6,76.5,20.6,2.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4617,5,COLEGIO GALVARINO DE LOMAS COLORADAS,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,Municipal DAEM,Municipal,Medio bajo,Urbano,22,26,25,214,199,219,-16,-31,-26,-44,-14,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,77.3,22.7,0,84.6,11.5,3.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4630,2,COLEGIO DEL SAGRADO CORAZON,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,128,124,125,284,309,273,2,17,20,28,14,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,21.1,32.8,46.1,12.1,42.7,45.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4631,0,COLEGIO PARTICULAR ANDRÉS BELLO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,94,98,97,264,315,261,-8,17,0,34,2,No significativa,Positiva y significativa,No significativa,Positiva y significativa,No significativa,,,,,,36.2,40.4,23.4,10.2,40.8,49,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4632,9,LICEO SALESIANO DOMINGO SAVIO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,109,106,107,294,338,312,2,2,16,30,32,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,14.7,33.9,51.4,4.7,28.3,67,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4636,1,COLEGIO MARCELA PAZ,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,31,36,37,257,293,278,-10,-23,-21,-15,-2,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,38.7,41.9,19.4,22.2,44.4,33.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4644,2,COLEGIO PARTICULAR JUAN BOSCO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,45,46,46,228,218,235,-4,-6,-36,-63,-24,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,68.9,28.9,2.2,78.3,17.4,4.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4646,9,COLEGIO SANTA SABINA,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,60,63,63,286,336,304,-1,2,8,28,24,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,20,36.7,43.3,0,27,73,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4655,8,COLEGIO ADVENTISTA DE CONCEPCION,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,70,67,67,283,310,274,-7,2,19,29,15,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,18.6,40,41.4,10.4,41.8,47.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4656,6,ESCUELA PARTICULAR INSTITUTO  SAN PEDRO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,46,32,32,286,309,267,-18,-3,8,1,-13,Negativa y significativa,No significativa,Positiva y significativa,No significativa,Negativa y significativa,,,,,,23.9,30.4,45.7,6.3,62.5,31.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4659,0,COLEGIO LA PROVIDENCIA,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,53,54,54,291,317,284,-6,0,27,36,25,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,17,35.8,47.2,7.4,24.1,68.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4662,0,COLEGIO SAN IGNACIO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,125,127,127,276,311,292,-17,-16,-2,3,12,Negativa y significativa,Negativa y significativa,No significativa,No significativa,Positiva y significativa,,,,,,28.8,36,35.2,14.2,35.4,50.4,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4663,9,COLEGIO MARIA INMACULADA,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,95,95,94,293,331,295,1,2,15,23,15,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,15.8,28.4,55.8,4.2,26.3,69.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4664,7,COLEGIO SANTA EUFRASIA,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,76,74,73,268,294,258,-1,0,4,13,-1,No significativa,No significativa,No significativa,Positiva y significativa,No significativa,,,,,,35.5,34.2,30.3,20.3,45.9,33.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4666,3,COLEGIO SANTA LUISA DE CONCEPCION,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,63,64,64,289,322,298,10,-6,25,41,39,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,20.6,28.6,50.8,6.3,35.9,57.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4667,1,COLEGIO SAN PATRICIO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,38,39,39,238,266,231,-26,29,-26,-15,-28,Negativa y significativa,Positiva y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,52.6,34.2,13.2,38.5,46.2,15.4,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4669,8,LICEO SAN AGUSTIN DE CONCEPCION,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,85,85,84,284,351,311,-22,-13,6,43,31,Negativa y significativa,Negativa y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,22.4,31.8,45.9,0,25.9,74.1,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4672,8,LICEO TÉCNICO PROFESIONAL JORGE SÁNCHEZ UGARTE,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,102,101,101,269,308,291,-32,0,5,27,32,Negativa y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,33.3,38.2,28.4,6.9,55.4,37.6,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4677,9,ESCUELA PARTICULAR SAN JOSE,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,28,28,28,278,297,277,,,14,16,18,,,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,21.4,35.7,42.9,10.7,60.7,28.6,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4679,5,KINGSTON COLLEGE,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular pagado,Particular pagado,Alto,Urbano,56,60,60,276,322,297,-6,1,-14,-12,-7,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,26.8,35.7,37.5,10,33.3,56.7,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4680,9,COLEGIO BAUTISTA DE CONCEPCION,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular pagado,Particular pagado,Medio alto,Urbano,30,33,33,286,321,286,6,12,8,13,6,No significativa,No significativa,Positiva y significativa,Positiva y significativa,No significativa,,,,,,16.7,40,43.3,9.1,36.4,54.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4686,8,INSTITUTO DE HUMANIDADES ALFREDO SILVA S,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular pagado,Particular pagado,Alto,Urbano,64,65,65,317,356,329,-2,-1,27,22,25,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,4.7,26.6,68.8,0,6.2,93.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4687,6,COLEGIO ALEMAN DE CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,Particular pagado,Particular pagado,Alto,Urbano,55,55,55,295,345,307,-7,2,5,11,3,No significativa,No significativa,No significativa,Positiva y significativa,No significativa,,,,,,14.5,30.9,54.5,3.6,18.2,78.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4688,4,CHARLES DE GAULLE,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular pagado,Particular pagado,Alto,Urbano,88,91,91,302,310,291,0,-15,12,-24,-13,No significativa,Negativa y significativa,Positiva y significativa,Negativa y significativa,Negativa y significativa,,,,,,11.4,29.5,59.1,11,41.8,47.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4689,2,COLEGIO CONCEPCION,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,Particular pagado,Particular pagado,Alto,Urbano,56,55,53,259,311,290,-32,-29,-31,-23,-14,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,41.1,28.6,30.4,10.9,30.9,58.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4691,4,COLEGIO CHILENO ARABE,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8103,CHIGUAYANTE,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,24,23,23,290,322,308,19,18,12,14,28,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,20.8,29.2,50,0,47.8,52.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4694,9,SAINT JOHN´S SCHOOL,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,CONCEPCIÓN,Particular pagado,Particular pagado,Alto,Urbano,71,73,73,284,327,309,-21,-18,-6,-7,5,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Positiva y significativa,,,,,,21.1,31,47.9,5.5,26,68.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4698,1,SAN PEDRO NOLASCO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8101,CONCEPCIÓN,CONCEPCIÓN,Particular pagado,Particular pagado,Medio alto,Urbano,43,45,44,249,292,283,-10,1,-29,-16,3,No significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,48.8,34.9,16.3,22.2,48.9,28.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4700,7,LICEO INDUSTRIAL DE LA CONSTRUCCIÓN HERNÁN VALENZUELA,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,Administración delegada,Particular subvencionado,Medio bajo,Urbano,147,147,147,259,281,260,-14,-18,19,38,27,Negativa y significativa,Negativa y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,36.1,44.2,19.7,19.7,61.9,18.4,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4703,1,LICEO INDUSTRIAL JUAN ANTONIO RIOS,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Municipal DAEM,Municipal,Medio bajo,Urbano,110,102,116,188,200,212,-8,-14,-52,-43,-21,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,91.8,7.3,.9,85.3,14.7,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4708,2,LICEO POLIVALENTE LAS SALINAS,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Municipal DAEM,Municipal,Medio bajo,Urbano,70,94,95,211,199,211,-16,-12,-29,-44,-22,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Ajenas a la Agencia: Resultados no representativos,,,Ajenas a la Agencia: No reporte,,84.3,12.9,2.9,89.4,10.6,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4709,0,LICEO TECNICO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Municipal DAEM,Municipal,Bajo,Urbano,43,24,24,234,218,224,48,30,11,1,4,Positiva y significativa,Positiva y significativa,Positiva y significativa,No significativa,No significativa,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,69.8,23.3,7,83.3,16.7,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4733,3,LICEO ANITA SERRANO SEPULVEDA,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Municipal DAEM,Municipal,Medio bajo,Urbano,15,15,15,231,230,209,-26,-8,-9,-13,-24,Negativa y significativa,No significativa,No significativa,No significativa,Negativa y significativa,,,,,,73.3,13.3,13.3,73.3,26.7,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4762,7,LICEO LA ASUNCION,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,223,226,229,280,314,284,12,10,16,33,25,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,22,42.6,35.4,11.9,37.2,50.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4778,3,COLEGIO PARTICULAR TALCAHUANO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,63,62,62,248,251,256,5,-8,-16,-30,-3,No significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,57.1,22.2,20.6,53.2,41.9,4.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4782,1,CENTRO EDUCACIÓN EVANGÉLICO DE HUALPÉN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,95,101,100,257,268,244,-11,-17,17,25,11,Negativa y significativa,Negativa y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,41.1,37.9,21.1,40.6,42.6,16.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4785,6,COLEGIO SANTA BERNARDITA,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,44,43,42,304,342,289,10,24,26,34,9,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,11.4,22.7,65.9,2.3,23.3,74.4,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4790,2,COLEGIO MONTANER DE HUALPEN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,32,35,35,310,321,281,0,-6,46,40,22,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,0,34.4,65.6,0,48.6,51.4,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4796,1,ARTURO PRAT CHACON,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8110,TALCAHUANO,CONCEPCIÓN,Particular pagado,Particular pagado,Medio alto,Urbano,34,35,35,289,352,298,-12,37,11,44,18,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,14.7,44.1,41.2,0,17.1,82.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4798,8,SAGRADOS CORAZONES,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8112,HUALPÉN,CONCEPCIÓN,Particular pagado,Particular pagado,Alto,Urbano,94,95,96,308,357,324,10,-2,18,23,20,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,6.4,24.5,69.1,2.1,12.6,85.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4805,4,LICEO PENCOPOLITANO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8107,PENCO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8107,PENCO,CONCEPCIÓN,Municipal DAEM,Municipal,Bajo,Urbano,14,12,12,228,202,214,24,-8,5,-15,-6,Positiva y significativa,No significativa,No significativa,No significativa,No significativa,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,64.3,35.7,0,91.7,8.3,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4822,4,COLEGIO EL REFUGIO,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8107,PENCO,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8107,PENCO,CONCEPCIÓN,Particular subvencionado,Particular subvencionado,Medio,Urbano,43,38,38,306,326,301,8,7,42,45,42,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,2.3,27.9,69.8,5.3,39.5,55.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4824,0,LICEO INDUSTRIAL DE TOME,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8111,TOMÉ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8111,TOMÉ,CONCEPCIÓN,Administración delegada,Particular subvencionado,Medio bajo,Urbano,154,160,160,204,244,227,-5,-27,-36,1,-6,No significativa,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,,,,,,87,9.7,3.2,54.4,40,5.6,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,4825,9,LICEO COMERCIAL DE TOME,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8111,TOMÉ,CONCEPCIÓN,8,REGIÓN DEL BIOBÍO,1,CONCEPCIÓN,8111,TOMÉ,CONCEPCIÓN,Municipal DAEM,Municipal,Medio bajo,Urbano,115,145,142,226,232,222,-8,-20,-14,-11,-11,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Ajenas a la Agencia: Resultados no representativos,,,Ajenas a la Agencia: No reporte,,70.4,25.2,4.3,64.1,30.3,5.5,,,Rbd y curso rinde Simce
