agno,fecha_bbdd,codigo_bbdd,grado,rbd,dvrbd,nom_rbd,cod_reg_rbd,nom_reg_rbd,cod_pro_rbd,nom_pro_rbd,cod_com_rbd,nom_com_rbd,nom_deprov_rbd,cod_reg_rbd_2014,nom_reg_rbd_2014,cod_pro_rbd_2014,nom_pro_rbd_2014,cod_com_rbd_2014,nom_com_rbd_2014,nom_deprov_rbd_2014,cod_depe1,cod_depe2,cod_grupo,cod_rural_rbd,nalu_lect4b_rbd,nalu_mate4b_rbd,nalu_soc4b_rbd,prom_lect4b_rbd,prom_mate4b_rbd,prom_soc4b_rbd,dif_lect4b_rbd,dif_mate4b_rbd,dif_soc4b_rbd,difgru_lect4b_rbd,difgru_mate4b_rbd,difgru_soc4b_rbd,sigdif_lect4b_rbd,sigdif_mate4b_rbd,sigdif_soc4b_rbd,siggru_lect4b_rbd,siggru_mate4b_rbd,siggru_soc4b_rbd,palu_eda_ins_lect4b_rbd,palu_eda_ele_lect4b_rbd,palu_eda_ade_lect4b_rbd,palu_eda_ins_mate4b_rbd,palu_eda_ele_mate4b_rbd,palu_eda_ade_mate4b_rbd,palu_eda_ins_soc4b_rbd,palu_eda_ele_soc4b_rbd,palu_eda_ade_soc4b_rbd,marca_lect4b_rbd,marca_mate4b_rbd,marca_soc4b_rbd,marcadif_lect4b_rbd,marcadif_mate4b_rbd,marcadif_soc4b_rbd,marca_eda_lect4b_rbd,marca_eda_mate4b_rbd,marca_eda_soc4b_rbd,noaplica
2014,20151009,final20151009v1,4b,3417,7,ESCUELA SOLANO CASTILLO TAPIA,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Municipal DAEM,Municipal,Bajo,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3418,5,ESCUELA RAFAEL RETAMAL LOPEZ,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Municipal DAEM,Municipal,Bajo,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3419,3,ESCUELA EL CIENAGO,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Municipal DAEM,Municipal,Medio,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3420,7,ESCUELA UNICAVEN,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Municipal DAEM,Municipal,Bajo,Rural,2,2,0,206,274,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3429,0,ESCUELA LA FORTUNA,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Municipal DAEM,Municipal,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cursos con 100% alumnos PIE
2014,20151009,final20151009v1,4b,3430,4,INSTITUTO PARRAL,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Particular subvencionado,Particular subvencionado,Medio,Urbano,35,35,35,282,274,271,20,7,-7,17,17,15,Positiva y significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,17.1,31.4,51.4,25.7,51.4,22.9,20,48.6,31.4,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3431,2,COLEGIO SAN JOSE,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Particular subvencionado,Particular subvencionado,Medio,Urbano,64,65,65,281,271,273,7,0,6,16,14,17,No significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,18.8,34.4,46.9,27.7,43.1,29.2,16.9,49.2,33.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3432,0,COLEGIO PARTICULAR PROVIDENCIA,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Particular subvencionado,Particular subvencionado,Medio,Urbano,101,101,102,275,259,270,-19,-15,-5,10,2,14,Negativa y significativa,Negativa y significativa,No significativa,Positiva y significativa,No significativa,Positiva y significativa,22.8,28.7,48.5,33.7,48.5,17.8,26.5,43.1,30.4,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3433,9,COLEGIO CONCEPCION  DE PARRAL,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7404,PARRAL,LINARES,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,27,26,26,309,304,293,-5,-20,8,28,30,21,No significativa,Negativa y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,7.4,11.1,81.5,0,42.3,57.7,3.8,42.3,53.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3435,5,ESCUELA MANUEL MONTT,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Urbano,47,46,46,220,222,215,-15,8,-31,-25,-12,-19,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,68.1,21.3,10.6,67.4,23.9,8.7,82.6,13,4.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3436,3,ESCUELA COPIHUE,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Urbano,13,13,13,260,283,249,-15,6,-18,15,49,15,No significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,38.5,30.8,30.8,23.1,30.8,46.2,46.2,46.2,7.7,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3437,1,ESCUELA RAMON BARROS LUCO,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,6,6,0,243,264,,,,,-2,30,,,,,No significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3439,8,ESCUELA SAN ISIDRO,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,3,2,0,229,205,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3440,1,ESCUELA GERTRUDIS ALARCON ARCE,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,4,4,0,235,245,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3442,8,COLEGIO AJIAL,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,14,14,14,312,278,289,59,22,11,67,44,55,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,0,21.4,78.6,21.4,50,28.6,0,50,50,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3443,6,ESCUELA LOS CUARTELES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,18,18,18,255,229,239,18,0,-2,10,-5,5,No significativa,No significativa,No significativa,No significativa,No significativa,No significativa,38.9,27.8,33.3,55.6,38.9,5.6,50,33.3,16.7,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3445,2,ESCUELA ROMERAL,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Medio bajo,Rural,12,12,12,257,240,268,12,18,,6,-3,27,No significativa,No significativa,,No significativa,No significativa,Positiva y significativa,41.7,16.7,41.7,41.7,41.7,16.7,25,50,25,,,,,,Ajenas a la Agencia: No reporte,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3448,7,ESCUELA SANTA ISABEL,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,8,8,0,259,264,,31,41,,14,30,,Positiva y significativa,Positiva y significativa,,Positiva y significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3449,5,ESCUELA SAN RAMON,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Medio bajo,Rural,4,5,0,275,253,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3450,9,ESCUELA SANTA DELFINA,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,6,6,0,308,268,,,,,63,34,,,,,Positiva y significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3452,5,ESCUELA PATRICIO LARRAIN VALENZUELA,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Medio,Rural,4,4,0,298,275,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3453,3,ESCUELA SANTA CECILIA,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,6,6,0,261,247,,-18,,,16,13,,No significativa,,,Positiva y significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3454,1,ESCUELA LOS ROBLES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,9,9,0,242,261,,7,11,,-3,27,,No significativa,No significativa,,No significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3457,6,ESCUELA MANTUL,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,,,,Cursos con 100% alumnos PIE
2014,20151009,final20151009v1,4b,3458,4,ESCUELA MARIA IGNACIA MENA MONROY,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Medio bajo,Rural,6,6,0,282,253,,,,,31,10,,,,,Positiva y significativa,No significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3459,2,ESCUELA LA CAPILLA,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Municipal DAEM,Municipal,Bajo,Rural,8,8,0,330,315,,,,,85,81,,,,,Positiva y significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3460,6,COLEGIO POLIVALENTE LAS CAMELIAS,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7405,RETIRO,LINARES,Particular subvencionado,Particular subvencionado,Medio bajo,Rural,26,26,26,298,265,279,3,15,5,47,22,38,No significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,3.8,30.8,65.4,26.9,50,23.1,11.5,50,38.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3462,2,ESCUELA TIMOTEO ARAYA ALEGRIA,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Medio bajo,Urbano,31,30,30,237,233,229,7,-6,-22,-14,-10,-12,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,58.1,32.3,9.7,56.7,40,3.3,63.3,26.7,10,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3463,0,ESCUELA MALAQUIAS CONCHA ORTIZ,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Bajo,Rural,8,8,0,193,181,,,,,-52,-53,,,,,Negativa y significativa,Negativa y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3464,9,ESCUELA HERNAN LOBOS ARIAS,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Bajo,Rural,26,26,26,238,222,232,13,2,-18,-7,-12,-2,No significativa,No significativa,No significativa,No significativa,Negativa y significativa,No significativa,46.2,42.3,11.5,65.4,34.6,0,69.2,23.1,7.7,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3465,7,ESCUELA ALCALDE SERAFIN GUTIERREZ F.,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Medio bajo,Rural,14,14,14,252,237,249,,,28,1,-6,8,,,Positiva y significativa,No significativa,No significativa,No significativa,42.9,28.6,28.6,57.1,28.6,14.3,50,35.7,14.3,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3466,5,ESCUELA ALCALDE ORLANDO RODRIGUEZ DEL C.,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Bajo,Rural,10,10,0,255,232,,22,21,,10,-2,,Positiva y significativa,Positiva y significativa,,No significativa,No significativa,,20,70,10,50,50,0,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3467,3,ESCUELA ALCALDE MANUEL SALVADOR DEL C.,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Bajo,Rural,9,9,0,231,218,,35,39,,-14,-16,,Positiva y significativa,Positiva y significativa,,Negativa y significativa,Negativa y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3468,1,ESCUELA ASCENCIO ASTORQUIZA ZABALA,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Medio bajo,Rural,2,2,0,269,255,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3470,3,ESCUELA TRINIDAD ALCAINO TAPIA,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Medio bajo,Rural,11,11,11,257,249,236,22,34,4,6,6,-5,Positiva y significativa,Positiva y significativa,No significativa,No significativa,No significativa,No significativa,27.3,45.5,27.3,63.6,9.1,27.3,63.6,27.3,9.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3471,1,ESCUELA PROFESOR RAMON LEIVA NARVAEZ,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Bajo,Rural,18,18,18,242,234,231,-15,-5,-35,-3,0,-3,No significativa,No significativa,Negativa y significativa,No significativa,No significativa,No significativa,55.6,22.2,22.2,61.1,27.8,11.1,66.7,22.2,11.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3475,4,ESCUELA JOSE PALMA FERNANDEZ,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7407,VILLA ALEGRE,LINARES,Municipal DAEM,Municipal,Bajo,Rural,16,16,16,230,216,209,6,2,,-15,-18,-25,No significativa,No significativa,,Negativa y significativa,Negativa y significativa,Negativa y significativa,75,12.5,12.5,87.5,12.5,0,81.3,18.8,0,,,,,,Ajenas a la Agencia: No reporte,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3480,0,ESCUELA JOSE MANUEL BALMACEDA,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,Municipal DAEM,Municipal,Medio bajo,Urbano,48,48,48,267,248,235,51,27,-2,16,5,-6,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,No significativa,No significativa,33.3,31.3,35.4,50,37.5,12.5,52.1,39.6,8.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3481,9,ESCUELA MANUEL DE SALAS,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,Municipal DAEM,Municipal,Bajo,Urbano,32,31,31,283,257,254,52,39,26,38,23,20,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,18.8,18.8,62.5,29,61.3,9.7,32.3,51.6,16.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3482,7,ESCUELA JUSTA NARVAEZ,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,Municipal DAEM,Municipal,Bajo,Urbano,15,15,15,205,201,214,3,-16,-16,-40,-33,-20,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,80,20,0,80,20,0,86.7,13.3,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3483,5,ESCUELA GERONIMO LAGOS LISBOA,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,Municipal DAEM,Municipal,Bajo,Urbano,45,47,47,266,268,256,27,28,10,21,34,22,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,37.8,22.2,40,29.8,34,36.2,36.2,44.7,19.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3488,6,ESCUELA IRENE MORALES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,Municipal DAEM,Municipal,Bajo,Rural,9,8,0,255,253,,,,,10,19,,,,,No significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3489,4,ESCUELA JORGE GONZALEZ BASTIAS,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,Municipal DAEM,Municipal,Bajo,Rural,6,6,0,247,238,,,,,2,4,,,,,No significativa,No significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,3490,8,ESCUELA JULIO MONTT SALAMANCA,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,7,REGIÓN DEL MAULE,4,LINARES,7406,SAN JAVIER,LINARES,Municipal DAEM,Municipal,Bajo,Rural,27,27,27,238,222,224,-16,-19,-38,-7,-12,-10,No significativa,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,55.6,29.6,14.8,63,33.3,3.7,81.5,7.4,11.1,,,,,,,,,,Rbd y curso rinde Simce
